Chr	Pos_start	Pos_end	Coverage	Methylation	Strand
bctg00000000_np1212	2457895	2457896	3	0.6667	+
bctg00000000_np1212	2457897	2457898	1	1	-
bctg00000000_np1212	2458687	2458688	1	1	+
bctg00000000_np1212	2458689	2458690	1	1	-
bctg00000000_np1212	2459190	2459191	3	1	+
bctg00000000_np1212	2459192	2459193	2	1	-
bctg00000000_np1212	2459328	2459329	3	1	+
bctg00000000_np1212	2459330	2459331	2	1	-
bctg00000000_np1212	2459349	2459350	3	1	+
bctg00000000_np1212	2459423	2459424	3	1	+
bctg00000000_np1212	2459425	2459426	2	1	-
bctg00000000_np1212	2459448	2459449	2	1	+
bctg00000000_np1212	2459450	2459451	1	1	-
bctg00000000_np1212	2459682	2459683	3	1	+
bctg00000000_np1212	2459684	2459685	2	1	-
bctg00000000_np1212	2459733	2459734	2	1	+
bctg00000000_np1212	2459735	2459736	2	0.5	-
bctg00000000_np1212	2459778	2459779	2	1	+
bctg00000000_np1212	2459780	2459781	2	1	-
bctg00000000_np1212	2460585	2460586	3	1	+
bctg00000000_np1212	2460587	2460588	2	1	-
bctg00000000_np1212	2461048	2461049	3	1	+
bctg00000000_np1212	2461050	2461051	1	1	-
bctg00000000_np1212	2461129	2461130	3	1	+
bctg00000000_np1212	2461131	2461132	1	1	-
bctg00000000_np1212	2461290	2461291	2	0.5	+
bctg00000000_np1212	2461292	2461293	1	1	-
bctg00000000_np1212	2461506	2461507	3	1	+
bctg00000000_np1212	2461508	2461509	1	1	-
bctg00000000_np1212	2462168	2462169	3	1	+
bctg00000000_np1212	2462170	2462171	1	1	-
bctg00000000_np1212	2463341	2463342	2	1	+
bctg00000000_np1212	2464286	2464287	1	1	+
bctg00000000_np1212	2464288	2464289	1	1	-
bctg00000000_np1212	2464649	2464650	2	1	+
bctg00000000_np1212	2464651	2464652	1	1	-
bctg00000000_np1212	2465084	2465085	1	1	+
bctg00000000_np1212	2465086	2465087	1	0	-
bctg00000000_np1212	2465277	2465278	1	1	+
bctg00000000_np1212	2465279	2465280	1	1	-
bctg00000000_np1212	2465445	2465446	3	1	+
bctg00000000_np1212	2465618	2465619	2	1	+
bctg00000000_np1212	2465620	2465621	1	1	-
bctg00000000_np1212	2465684	2465685	2	1	+
bctg00000000_np1212	2465806	2465807	1	1	-
bctg00000000_np1212	2465887	2465888	2	1	+
bctg00000000_np1212	2465889	2465890	1	1	-
bctg00000000_np1212	2466173	2466174	1	1	+
bctg00000000_np1212	2466175	2466176	1	1	-
bctg00000000_np1212	2466193	2466194	2	1	+
bctg00000000_np1212	2466195	2466196	1	1	-
bctg00000000_np1212	2466719	2466720	1	1	-
bctg00000000_np1212	2467076	2467077	1	1	+
bctg00000000_np1212	2467078	2467079	2	1	-
bctg00000000_np1212	2467514	2467515	2	1	+
bctg00000000_np1212	2467516	2467517	2	1	-
bctg00000000_np1212	2468881	2468882	3	0.6667	+
bctg00000000_np1212	2469679	2469680	3	1	+
bctg00000000_np1212	2469825	2469826	3	1	+
bctg00000000_np1212	2470157	2470158	3	1	+
bctg00000000_np1212	2471056	2471057	3	1	+
bctg00000000_np1212	2471138	2471139	2	1	+
bctg00000000_np1212	2471160	2471161	4	1	+
bctg00000000_np1212	2471750	2471751	3	1	+
bctg00000000_np1212	2472002	2472003	4	1	+
bctg00000000_np1212	2472004	2472005	1	1	-
bctg00000000_np1212	2472079	2472080	1	1	+
bctg00000000_np1212	2472081	2472082	1	1	-
bctg00000000_np1212	2472457	2472458	3	1	+
bctg00000000_np1212	2472459	2472460	1	1	-
bctg00000000_np1212	2472714	2472715	3	1	+
bctg00000000_np1212	2472716	2472717	1	1	-
bctg00000000_np1212	2472722	2472723	1	1	+
bctg00000000_np1212	2472724	2472725	1	1	-
bctg00000000_np1212	2472931	2472932	2	0.5	+
bctg00000000_np1212	2472933	2472934	1	0	-
bctg00000000_np1212	2473140	2473141	2	1	+
bctg00000000_np1212	2473142	2473143	1	1	-
bctg00000000_np1212	2473154	2473155	3	1	+
bctg00000000_np1212	2473156	2473157	1	1	-
bctg00000000_np1212	2474020	2474021	3	1	+
bctg00000000_np1212	2474022	2474023	1	1	-
bctg00000000_np1212	2474362	2474363	4	1	+
bctg00000000_np1212	2474364	2474365	1	1	-
bctg00000000_np1212	2474722	2474723	2	1	+
bctg00000000_np1212	2474724	2474725	2	1	-
bctg00000000_np1212	2475184	2475185	3	0.6667	+
bctg00000000_np1212	2475186	2475187	1	1	-
bctg00000000_np1212	2475474	2475475	3	0	+
bctg00000000_np1212	2475476	2475477	1	1	-
bctg00000000_np1212	2475763	2475764	2	1	+
bctg00000000_np1212	2475765	2475766	1	1	-
bctg00000000_np1212	2476550	2476551	4	0.75	+
bctg00000000_np1212	2476611	2476612	3	1	+
bctg00000000_np1212	2476818	2476819	4	0.75	+
bctg00000000_np1212	2476820	2476821	1	1	-
bctg00000000_np1212	2476836	2476837	3	0.6667	+
bctg00000000_np1212	2476838	2476839	1	1	-
bctg00000000_np1212	2476941	2476942	3	0.6667	+
bctg00000000_np1212	2476943	2476944	1	1	-
bctg00000000_np1212	2477946	2477947	1	1	+
bctg00000000_np1212	2477948	2477949	1	1	-
bctg00000000_np1212	2478000	2478001	3	1	+
bctg00000000_np1212	2478002	2478003	1	1	-
bctg00000000_np1212	2478066	2478067	1	1	+
bctg00000000_np1212	2478068	2478069	1	1	-
bctg00000000_np1212	2478343	2478344	3	1	+
bctg00000000_np1212	2478345	2478346	1	1	-
bctg00000000_np1212	2478468	2478469	3	1	+
bctg00000000_np1212	2478470	2478471	1	0	-
bctg00000000_np1212	2479057	2479058	4	1	+
bctg00000000_np1212	2479059	2479060	1	1	-
bctg00000000_np1212	2479553	2479554	3	1	+
bctg00000000_np1212	2479555	2479556	1	1	-
bctg00000000_np1212	2479667	2479668	4	1	+
bctg00000000_np1212	2480282	2480283	1	1	+
bctg00000000_np1212	2480284	2480285	1	1	-
bctg00000000_np1212	2481754	2481755	3	1	+
bctg00000000_np1212	2483142	2483143	1	1	+
bctg00000000_np1212	2484569	2484570	1	1	+
bctg00000000_np1212	2484571	2484572	1	1	-
bctg00000000_np1212	2484589	2484590	1	1	+
bctg00000000_np1212	2484591	2484592	1	1	-
bctg00000000_np1212	2485259	2485260	1	1	-
bctg00000000_np1212	2485325	2485326	1	1	-
bctg00000000_np1212	2485337	2485338	1	1	-
bctg00000000_np1212	2486057	2486058	1	1	-
bctg00000000_np1212	2487234	2487235	2	1	+
bctg00000000_np1212	2487236	2487237	1	1	-
bctg00000000_np1212	2487443	2487444	1	1	+
bctg00000000_np1212	2487445	2487446	1	1	-
bctg00000000_np1212	2488319	2488320	1	1	+
bctg00000000_np1212	2488321	2488322	1	1	-
bctg00000000_np1212	2488392	2488393	1	1	+
bctg00000000_np1212	2488394	2488395	1	1	-
bctg00000000_np1212	2489437	2489438	1	1	-
bctg00000000_np1212	2489936	2489937	2	1	+
bctg00000000_np1212	2489938	2489939	1	1	-
bctg00000000_np1212	2490163	2490164	2	1	+
bctg00000000_np1212	2490165	2490166	1	1	-
bctg00000000_np1212	2490416	2490417	1	1	+
bctg00000000_np1212	2490907	2490908	2	1	+
bctg00000000_np1212	2490909	2490910	1	1	-
bctg00000000_np1212	2491012	2491013	2	1	+
bctg00000000_np1212	2491014	2491015	1	1	-
bctg00000000_np1212	2492288	2492289	1	1	+
bctg00000000_np1212	2492327	2492328	2	0.5	+
bctg00000000_np1212	2492573	2492574	1	1	+
bctg00000000_np1212	2492937	2492938	1	1	+
bctg00000000_np1212	2492989	2492990	1	1	+
bctg00000000_np1212	2493192	2493193	1	1	+
bctg00000000_np1212	2493875	2493876	1	1	+
bctg00000000_np1212	2495907	2495908	1	1	+
bctg00000000_np1212	2495922	2495923	1	1	+
bctg00000000_np1212	2500991	2500992	1	1	-
bctg00000000_np1212	2501448	2501449	1	1	-
bctg00000000_np1212	2501694	2501695	1	1	-
bctg00000000_np1212	2502158	2502159	2	1	-
bctg00000000_np1212	2503411	2503412	1	1	+
bctg00000000_np1212	2503413	2503414	2	1	-
bctg00000000_np1212	2503683	2503684	1	1	+
bctg00000000_np1212	2503685	2503686	2	1	-
bctg00000000_np1212	2503936	2503937	2	1	-
bctg00000000_np1212	2504241	2504242	1	1	+
bctg00000000_np1212	2504243	2504244	1	1	-
bctg00000000_np1212	2504420	2504421	1	1	+
bctg00000000_np1212	2504422	2504423	1	1	-
bctg00000000_np1212	2505024	2505025	1	1	+
bctg00000000_np1212	2505026	2505027	2	1	-
bctg00000000_np1212	2505078	2505079	1	1	+
bctg00000000_np1212	2505080	2505081	2	1	-
bctg00000000_np1212	2505325	2505326	1	1	+
bctg00000000_np1212	2505327	2505328	1	1	-
bctg00000000_np1212	2506422	2506423	1	0	+
bctg00000000_np1212	2506424	2506425	2	1	-
bctg00000000_np1212	2507654	2507655	2	1	+
bctg00000000_np1212	2507656	2507657	3	1	-
bctg00000000_np1212	2508039	2508040	1	1	+
bctg00000000_np1212	2508041	2508042	2	0.5	-
bctg00000000_np1212	2508093	2508094	1	1	+
bctg00000000_np1212	2508547	2508548	2	0.5	+
bctg00000000_np1212	2508549	2508550	2	1	-
bctg00000000_np1212	2508700	2508701	2	1	+
bctg00000000_np1212	2510579	2510580	2	1	+
bctg00000000_np1212	2510581	2510582	2	0.5	-
bctg00000000_np1212	2511222	2511223	2	1	+
bctg00000000_np1212	2511224	2511225	1	1	-
bctg00000000_np1212	2511928	2511929	2	0.5	+
bctg00000000_np1212	2511930	2511931	2	0.5	-
bctg00000000_np1212	2512611	2512612	3	1	+
bctg00000000_np1212	2512613	2512614	1	1	-
bctg00000000_np1212	2512961	2512962	3	1	+
bctg00000000_np1212	2512963	2512964	2	0	-
bctg00000000_np1212	2513120	2513121	3	1	+
bctg00000000_np1212	2513122	2513123	1	0	-
bctg00000000_np1212	2513231	2513232	4	1	+
bctg00000000_np1212	2513233	2513234	2	1	-
bctg00000000_np1212	2514125	2514126	3	1	+
bctg00000000_np1212	2514127	2514128	2	0	-
bctg00000000_np1212	2514192	2514193	3	1	+
bctg00000000_np1212	2514194	2514195	2	1	-
bctg00000000_np1212	2514652	2514653	3	1	+
bctg00000000_np1212	2514654	2514655	2	0.5	-
bctg00000000_np1212	2515069	2515070	1	1	+
bctg00000000_np1212	2515071	2515072	1	1	-
bctg00000000_np1212	2515213	2515214	2	1	+
bctg00000000_np1212	2515215	2515216	2	0.5	-
bctg00000000_np1212	2515420	2515421	3	0.6667	+
bctg00000000_np1212	2515422	2515423	4	0.5	-
bctg00000000_np1212	2515492	2515493	3	1	+
bctg00000000_np1212	2515494	2515495	3	0.3333	-
bctg00000000_np1212	2515849	2515850	2	1	+
bctg00000000_np1212	2515851	2515852	2	1	-
bctg00000000_np1212	2516155	2516156	3	1	+
bctg00000000_np1212	2516157	2516158	2	1	-
bctg00000000_np1212	2516535	2516536	2	1	+
bctg00000000_np1212	2516934	2516935	1	1	+
bctg00000000_np1212	2517461	2517462	1	1	+
bctg00000000_np1212	2517617	2517618	2	1	+
bctg00000000_np1212	2517677	2517678	1	1	+
bctg00000000_np1212	2517907	2517908	1	0	+
bctg00000000_np1212	2519116	2519117	1	1	+
bctg00000000_np1212	2519570	2519571	1	1	+
bctg00000000_np1212	2520797	2520798	1	1	+
bctg00000000_np1212	2520799	2520800	1	1	-
bctg00000000_np1212	2520969	2520970	1	1	-
bctg00000000_np1212	2521468	2521469	1	1	+
bctg00000000_np1212	2521470	2521471	2	1	-
bctg00000000_np1212	2521613	2521614	1	1	+
bctg00000000_np1212	2521615	2521616	2	1	-
bctg00000000_np1212	2521712	2521713	1	1	+
bctg00000000_np1212	2521714	2521715	2	1	-
bctg00000000_np1212	2522126	2522127	1	1	+
bctg00000000_np1212	2522128	2522129	2	1	-
bctg00000000_np1212	2523435	2523436	1	1	+
bctg00000000_np1212	2523437	2523438	2	1	-
bctg00000000_np1212	2523635	2523636	1	1	+
bctg00000000_np1212	2523637	2523638	1	1	-
bctg00000000_np1212	2524173	2524174	1	1	+
bctg00000000_np1212	2524175	2524176	1	1	-
bctg00000000_np1212	2524769	2524770	2	1	+
bctg00000000_np1212	2524771	2524772	2	1	-
bctg00000000_np1212	2525621	2525622	1	1	+
bctg00000000_np1212	2525623	2525624	2	1	-
bctg00000000_np1212	2525874	2525875	1	0	-
bctg00000000_np1212	2526179	2526180	2	1	-
bctg00000000_np1212	2526342	2526343	1	1	-
bctg00000000_np1212	2526940	2526941	1	1	+
bctg00000000_np1212	2526942	2526943	2	1	-
bctg00000000_np1212	2527372	2527373	2	0.5	+
bctg00000000_np1212	2527374	2527375	2	1	-
bctg00000000_np1212	2527966	2527967	3	1	+
bctg00000000_np1212	2527968	2527969	2	1	-
bctg00000000_np1212	2528470	2528471	3	1	-
bctg00000000_np1212	2529116	2529117	1	1	+
bctg00000000_np1212	2529118	2529119	3	1	-
bctg00000000_np1212	2529426	2529427	1	0	+
bctg00000000_np1212	2529428	2529429	3	1	-
bctg00000000_np1212	2529988	2529989	1	1	+
bctg00000000_np1212	2529990	2529991	3	1	-
bctg00000000_np1212	2530247	2530248	4	0.5	-
bctg00000000_np1212	2530273	2530274	1	1	+
bctg00000000_np1212	2530275	2530276	3	1	-
bctg00000000_np1212	2531643	2531644	1	1	+
bctg00000000_np1212	2531645	2531646	3	1	-
bctg00000000_np1212	2533821	2533822	2	1	+
bctg00000000_np1212	2533823	2533824	1	1	-
bctg00000000_np1212	2534193	2534194	2	1	+
bctg00000000_np1212	2534195	2534196	1	1	-
bctg00000000_np1212	2534955	2534956	1	1	+
bctg00000000_np1212	2534957	2534958	1	1	-
bctg00000000_np1212	2535534	2535535	1	1	-
bctg00000000_np1212	2536337	2536338	1	1	-
bctg00000000_np1212	2536437	2536438	1	1	-
bctg00000000_np1212	2536500	2536501	1	1	-
bctg00000000_np1212	2536867	2536868	1	1	-
bctg00000000_np1212	2537178	2537179	1	1	-
bctg00000000_np1212	2537916	2537917	1	1	+
bctg00000000_np1212	2537918	2537919	2	1	-
bctg00000000_np1212	2538149	2538150	1	1	+
bctg00000000_np1212	2538151	2538152	1	1	-
bctg00000000_np1212	2538271	2538272	1	1	+
bctg00000000_np1212	2538273	2538274	1	1	-
bctg00000000_np1212	2539000	2539001	1	1	+
bctg00000000_np1212	2539002	2539003	2	1	-
bctg00000000_np1212	2539006	2539007	1	1	+
bctg00000000_np1212	2539008	2539009	1	1	-
bctg00000000_np1212	2539585	2539586	1	1	-
bctg00000000_np1212	2539591	2539592	1	0	-
bctg00000000_np1212	2539651	2539652	2	1	-
bctg00000000_np1212	2540399	2540400	1	1	-
bctg00000000_np1212	2541008	2541009	1	1	-
bctg00000000_np1212	2541947	2541948	1	1	-
bctg00000000_np1212	2542610	2542611	1	1	+
bctg00000000_np1212	2542612	2542613	1	0	-
bctg00000000_np1212	2542756	2542757	1	1	+
bctg00000000_np1212	2542758	2542759	1	1	-
bctg00000000_np1212	2543698	2543699	1	1	+
bctg00000000_np1212	2544089	2544090	1	1	+
bctg00000000_np1212	2544239	2544240	1	1	+
bctg00000000_np1212	2544395	2544396	1	1	+
bctg00000000_np1212	2544397	2544398	1	0	-
bctg00000000_np1212	2547129	2547130	1	1	+
bctg00000000_np1212	2547880	2547881	1	1	+
bctg00000000_np1212	2547993	2547994	1	1	+
bctg00000000_np1212	2547995	2547996	2	0.5	-
bctg00000000_np1212	2548036	2548037	2	1	+
bctg00000000_np1212	2548038	2548039	1	1	-
bctg00000000_np1212	2548424	2548425	1	1	+
bctg00000000_np1212	2548426	2548427	1	1	-
bctg00000000_np1212	2548611	2548612	2	1	+
bctg00000000_np1212	2548613	2548614	1	1	-
bctg00000000_np1212	2548859	2548860	1	1	-
bctg00000000_np1212	2548973	2548974	1	1	+
bctg00000000_np1212	2549277	2549278	2	1	+
bctg00000000_np1212	2549279	2549280	1	1	-
bctg00000000_np1212	2550512	2550513	2	1	+
bctg00000000_np1212	2550514	2550515	1	1	-
bctg00000000_np1212	2551289	2551290	3	1	+
bctg00000000_np1212	2551291	2551292	2	1	-
bctg00000000_np1212	2551583	2551584	3	1	+
bctg00000000_np1212	2551585	2551586	3	1	-
bctg00000000_np1212	2551931	2551932	2	1	+
bctg00000000_np1212	2551933	2551934	2	1	-
bctg00000000_np1212	2552606	2552607	3	1	+
bctg00000000_np1212	2552608	2552609	2	1	-
bctg00000000_np1212	2553530	2553531	6	1	+
bctg00000000_np1212	2553562	2553563	5	0.6	+
bctg00000000_np1212	2553564	2553565	1	1	-
bctg00000000_np1212	2553586	2553587	4	0.75	+
bctg00000000_np1212	2553873	2553874	4	0.75	+
bctg00000000_np1212	2553902	2553903	5	1	+
bctg00000000_np1212	2554125	2554126	6	0.8333	+
bctg00000000_np1212	2554127	2554128	1	1	-
bctg00000000_np1212	2555375	2555376	4	1	+
bctg00000000_np1212	2555377	2555378	2	1	-
bctg00000000_np1212	2555814	2555815	2	1	+
bctg00000000_np1212	2555816	2555817	2	1	-
bctg00000000_np1212	2555833	2555834	1	1	+
bctg00000000_np1212	2555835	2555836	2	1	-
bctg00000000_np1212	2556008	2556009	3	1	+
bctg00000000_np1212	2556010	2556011	2	1	-
bctg00000000_np1212	2556643	2556644	4	1	+
bctg00000000_np1212	2556645	2556646	2	1	-
bctg00000000_np1212	2557372	2557373	3	1	+
bctg00000000_np1212	2557374	2557375	3	1	-
bctg00000000_np1212	2558072	2558073	2	1	+
bctg00000000_np1212	2558074	2558075	2	1	-
bctg00000000_np1212	2558204	2558205	3	1	+
bctg00000000_np1212	2558206	2558207	3	1	-
bctg00000000_np1212	2558632	2558633	2	1	+
bctg00000000_np1212	2558634	2558635	2	1	-
bctg00000000_np1212	2558686	2558687	3	1	+
bctg00000000_np1212	2558688	2558689	1	1	-
bctg00000000_np1212	2558806	2558807	3	1	+
bctg00000000_np1212	2558808	2558809	2	1	-
bctg00000000_np1212	2559287	2559288	1	1	+
bctg00000000_np1212	2559289	2559290	2	1	-
bctg00000000_np1212	2559373	2559374	3	1	+
bctg00000000_np1212	2559375	2559376	2	1	-
bctg00000000_np1212	2559559	2559560	2	1	+
bctg00000000_np1212	2559561	2559562	1	1	-
bctg00000000_np1212	2559651	2559652	3	1	+
bctg00000000_np1212	2559653	2559654	2	1	-
bctg00000000_np1212	2559764	2559765	3	1	+
bctg00000000_np1212	2559766	2559767	2	1	-
bctg00000000_np1212	2560207	2560208	4	1	+
bctg00000000_np1212	2560209	2560210	2	1	-
bctg00000000_np1212	2560513	2560514	2	1	+
bctg00000000_np1212	2560672	2560673	3	1	+
bctg00000000_np1212	2560674	2560675	2	1	-
bctg00000000_np1212	2561485	2561486	3	1	+
bctg00000000_np1212	2561487	2561488	2	1	-
bctg00000000_np1212	2561677	2561678	4	0.75	+
bctg00000000_np1212	2561679	2561680	2	1	-
bctg00000000_np1212	2561698	2561699	1	1	+
bctg00000000_np1212	2561700	2561701	1	1	-
bctg00000000_np1212	2561770	2561771	4	1	+
bctg00000000_np1212	2561772	2561773	1	1	-
bctg00000000_np1212	2561902	2561903	4	1	+
bctg00000000_np1212	2561904	2561905	2	1	-
bctg00000000_np1212	2561929	2561930	4	1	+
bctg00000000_np1212	2561931	2561932	1	1	-
bctg00000000_np1212	2562148	2562149	3	1	+
bctg00000000_np1212	2562150	2562151	2	1	-
bctg00000000_np1212	2562391	2562392	4	1	+
bctg00000000_np1212	2562393	2562394	2	1	-
bctg00000000_np1212	2562825	2562826	4	1	+
bctg00000000_np1212	2562827	2562828	2	1	-
bctg00000000_np1212	2562983	2562984	4	1	+
bctg00000000_np1212	2562985	2562986	2	1	-
bctg00000000_np1212	2563106	2563107	3	1	+
bctg00000000_np1212	2563108	2563109	2	1	-
bctg00000000_np1212	2563258	2563259	2	1	+
bctg00000000_np1212	2563260	2563261	2	1	-
bctg00000000_np1212	2564913	2564914	2	1	-
bctg00000000_np1212	2565739	2565740	2	1	+
bctg00000000_np1212	2565865	2565866	1	1	+
bctg00000000_np1212	2565867	2565868	1	0	-
bctg00000000_np1212	2566033	2566034	2	1	+
bctg00000000_np1212	2566035	2566036	1	1	-
bctg00000000_np1212	2566090	2566091	2	1	+
bctg00000000_np1212	2566092	2566093	2	1	-
bctg00000000_np1212	2566312	2566313	3	1	+
bctg00000000_np1212	2566314	2566315	2	1	-
bctg00000000_np1212	2566583	2566584	4	0.75	+
bctg00000000_np1212	2566585	2566586	2	1	-
bctg00000000_np1212	2566603	2566604	4	1	+
bctg00000000_np1212	2566605	2566606	2	1	-
bctg00000000_np1212	2567564	2567565	2	1	+
bctg00000000_np1212	2567566	2567567	2	0.5	-
bctg00000000_np1212	2567942	2567943	3	1	+
bctg00000000_np1212	2567944	2567945	1	1	-
bctg00000000_np1212	2568162	2568163	2	1	+
bctg00000000_np1212	2568164	2568165	2	1	-
bctg00000000_np1212	2568355	2568356	3	1	+
bctg00000000_np1212	2568357	2568358	2	0.5	-
bctg00000000_np1212	2568724	2568725	3	1	+
bctg00000000_np1212	2568726	2568727	3	0.6667	-
bctg00000000_np1212	2569396	2569397	3	1	+
bctg00000000_np1212	2569398	2569399	3	1	-
bctg00000000_np1212	2569678	2569679	2	1	+
bctg00000000_np1212	2569680	2569681	3	0.6667	-
bctg00000000_np1212	2570130	2570131	3	1	+
bctg00000000_np1212	2570132	2570133	2	1	-
bctg00000000_np1212	2570524	2570525	3	1	+
bctg00000000_np1212	2570526	2570527	1	1	-
bctg00000000_np1212	2570721	2570722	3	1	+
bctg00000000_np1212	2570723	2570724	3	1	-
bctg00000000_np1212	2571021	2571022	3	1	+
bctg00000000_np1212	2571023	2571024	2	1	-
bctg00000000_np1212	2571270	2571271	3	1	+
bctg00000000_np1212	2571272	2571273	3	1	-
bctg00000000_np1212	2572691	2572692	1	1	+
bctg00000000_np1212	2572693	2572694	1	1	-
bctg00000000_np1212	2572978	2572979	2	0.5	+
bctg00000000_np1212	2572980	2572981	1	1	-
bctg00000000_np1212	2573171	2573172	2	1	+
bctg00000000_np1212	2573173	2573174	1	1	-
bctg00000000_np1212	2573284	2573285	1	1	+
bctg00000000_np1212	2573286	2573287	1	1	-
bctg00000000_np1212	2573374	2573375	1	1	+
bctg00000000_np1212	2573376	2573377	1	1	-
bctg00000000_np1212	2573437	2573438	2	1	+
bctg00000000_np1212	2573439	2573440	1	1	-
bctg00000000_np1212	2573764	2573765	1	1	+
bctg00000000_np1212	2574040	2574041	1	1	+
bctg00000000_np1212	2574042	2574043	1	1	-
bctg00000000_np1212	2574407	2574408	1	1	+
bctg00000000_np1212	2574409	2574410	1	1	-
bctg00000000_np1212	2575319	2575320	1	1	+
bctg00000000_np1212	2575321	2575322	1	1	-
bctg00000000_np1212	2575973	2575974	1	1	+
bctg00000000_np1212	2577232	2577233	2	0.5	+
bctg00000000_np1212	2577234	2577235	2	1	-
bctg00000000_np1212	2578379	2578380	1	1	+
bctg00000000_np1212	2578781	2578782	1	1	+
bctg00000000_np1212	2578783	2578784	2	1	-
bctg00000000_np1212	2579066	2579067	2	1	+
bctg00000000_np1212	2579068	2579069	2	0.5	-
bctg00000000_np1212	2579246	2579247	2	0	+
bctg00000000_np1212	2579595	2579596	1	1	+
bctg00000000_np1212	2579597	2579598	3	1	-
bctg00000000_np1212	2579809	2579810	2	1	+
bctg00000000_np1212	2579811	2579812	2	1	-
bctg00000000_np1212	2580100	2580101	2	1	+
bctg00000000_np1212	2580102	2580103	2	1	-
bctg00000000_np1212	2581020	2581021	3	1	+
bctg00000000_np1212	2581022	2581023	1	1	-
bctg00000000_np1212	2581414	2581415	3	0.6667	+
bctg00000000_np1212	2581416	2581417	1	1	-
bctg00000000_np1212	2581941	2581942	5	1	+
bctg00000000_np1212	2581943	2581944	1	1	-
bctg00000000_np1212	2582058	2582059	3	1	+
bctg00000000_np1212	2582060	2582061	2	1	-
bctg00000000_np1212	2582263	2582264	3	1	+
bctg00000000_np1212	2582265	2582266	2	1	-
bctg00000000_np1212	2582473	2582474	4	1	+
bctg00000000_np1212	2582475	2582476	2	1	-
bctg00000000_np1212	2583046	2583047	4	1	+
bctg00000000_np1212	2583048	2583049	3	1	-
bctg00000000_np1212	2583123	2583124	4	1	+
bctg00000000_np1212	2583125	2583126	3	1	-
bctg00000000_np1212	2583518	2583519	5	1	+
bctg00000000_np1212	2583520	2583521	3	1	-
bctg00000000_np1212	2583621	2583622	1	1	+
bctg00000000_np1212	2583623	2583624	3	1	-
bctg00000000_np1212	2583675	2583676	3	1	+
bctg00000000_np1212	2583677	2583678	3	1	-
bctg00000000_np1212	2584129	2584130	6	1	+
bctg00000000_np1212	2584131	2584132	5	1	-
bctg00000000_np1212	2585316	2585317	3	1	+
bctg00000000_np1212	2585318	2585319	3	1	-
bctg00000000_np1212	2585538	2585539	3	1	+
bctg00000000_np1212	2585540	2585541	5	1	-
bctg00000000_np1212	2587521	2587522	4	1	+
bctg00000000_np1212	2587523	2587524	3	1	-
bctg00000000_np1212	2587614	2587615	5	1	+
bctg00000000_np1212	2587616	2587617	4	0.75	-
bctg00000000_np1212	2587731	2587732	2	1	+
bctg00000000_np1212	2587733	2587734	1	1	-
bctg00000000_np1212	2588220	2588221	5	0.8	+
bctg00000000_np1212	2588222	2588223	2	1	-
bctg00000000_np1212	2588541	2588542	3	1	+
bctg00000000_np1212	2588543	2588544	2	1	-
bctg00000000_np1212	2589155	2589156	2	0.5	+
bctg00000000_np1212	2589157	2589158	2	1	-
bctg00000000_np1212	2589769	2589770	3	1	+
bctg00000000_np1212	2589771	2589772	3	0.6667	-
bctg00000000_np1212	2589873	2589874	2	1	+
bctg00000000_np1212	2589875	2589876	3	1	-
bctg00000000_np1212	2589954	2589955	2	1	+
bctg00000000_np1212	2589956	2589957	3	1	-
bctg00000000_np1212	2590046	2590047	3	1	+
bctg00000000_np1212	2590048	2590049	3	1	-
bctg00000000_np1212	2590158	2590159	1	0	+
bctg00000000_np1212	2590160	2590161	1	1	-
bctg00000000_np1212	2590167	2590168	1	1	+
bctg00000000_np1212	2590169	2590170	3	1	-
bctg00000000_np1212	2592676	2592677	3	1	+
bctg00000000_np1212	2592678	2592679	3	0.6667	-
bctg00000000_np1212	2592933	2592934	3	0.3333	+
bctg00000000_np1212	2592935	2592936	2	1	-
bctg00000000_np1212	2593277	2593278	2	1	-
bctg00000000_np1212	2593473	2593474	1	1	+
bctg00000000_np1212	2593475	2593476	2	1	-
bctg00000000_np1212	2594010	2594011	2	1	+
bctg00000000_np1212	2594012	2594013	3	0.6667	-
bctg00000000_np1212	2594457	2594458	2	1	+
bctg00000000_np1212	2594459	2594460	3	1	-
bctg00000000_np1212	2594526	2594527	2	1	+
bctg00000000_np1212	2594528	2594529	3	1	-
bctg00000000_np1212	2595082	2595083	2	1	+
bctg00000000_np1212	2595084	2595085	3	1	-
bctg00000000_np1212	2595087	2595088	3	0.6667	+
bctg00000000_np1212	2595089	2595090	3	1	-
bctg00000000_np1212	2595338	2595339	2	1	+
bctg00000000_np1212	2595340	2595341	3	0.6667	-
bctg00000000_np1212	2595767	2595768	2	1	+
bctg00000000_np1212	2595769	2595770	4	1	-
bctg00000000_np1212	2595863	2595864	2	1	+
bctg00000000_np1212	2595865	2595866	3	0.6667	-
bctg00000000_np1212	2595894	2595895	3	1	+
bctg00000000_np1212	2595896	2595897	4	1	-
bctg00000000_np1212	2596584	2596585	2	1	+
bctg00000000_np1212	2596586	2596587	3	1	-
bctg00000000_np1212	2598178	2598179	5	1	+
bctg00000000_np1212	2598180	2598181	1	1	-
bctg00000000_np1212	2598441	2598442	5	1	+
bctg00000000_np1212	2598443	2598444	3	1	-
bctg00000000_np1212	2598449	2598450	4	1	+
bctg00000000_np1212	2598451	2598452	3	1	-
bctg00000000_np1212	2598472	2598473	4	1	+
bctg00000000_np1212	2598474	2598475	1	1	-
